Year,State,Offense,SubCat,TrueCount,Unfounded,Cleared,JuvCleared
2019,Kentucky,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,West Virginia,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,West Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,West Virginia,Human Trafficking,Commercial Sex Acts,2,0,1,0
2020,West Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,West Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,West Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,North Carolina,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,Washington,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,West Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,West Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,West Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Involuntary Servitude,1,0,1,0
2020,Colorado,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Michigan,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Idaho,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Texas,Human Trafficking,Commercial Sex Acts,2,0,2,0
2020,Nevada,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Colorado,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,West Virginia,Human Trafficking,Commercial Sex Acts,2,0,1,0
2017,Michigan,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Idaho,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Washington,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Washington,Human Trafficking,Commercial Sex Acts,1,0,1,0
2015,Washington,Human Trafficking,Commercial Sex Acts,4,0,0,0
2017,Washington,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Colorado,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,West Virginia,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Virginia,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,Washington,Human Trafficking,Commercial Sex Acts,3,0,3,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,12,0,12,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,4,0,4,0
2016,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2016,Texas,Human Trafficking,Involuntary Servitude,6,0,0,0
2016,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,8,0,1,0
2016,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Michigan,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,10,0,8,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,9,0,9,0
2016,Colorado,Human Trafficking,Involuntary Servitude,2,0,1,0
2016,Colorado,Human Trafficking,Involuntary Servitude,6,0,0,0
2016,Delaware,Human Trafficking,Commercial Sex Acts,3,0,0,0
2016,Illinois,Human Trafficking,Commercial Sex Acts,2,0,0,0
2016,Illinois,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,South Carolina,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,North Dakota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Michigan,Human Trafficking,Involuntary Servitude,2,0,0,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,2,0,2,0
2016,Oklahoma,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Rhode Island,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Rhode Island,Human Trafficking,Involuntary Servitude,1,0,0,0
2016,Tennessee,Human Trafficking,Commercial Sex Acts,2,0,0,0
2016,Tennessee,Human Trafficking,Commercial Sex Acts,10,0,0,0
2016,Texas,Human Trafficking,Commercial Sex Acts,3,0,2,0
2016,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Texas,Human Trafficking,Involuntary Servitude,3,0,0,0
2020,Texas,Human Trafficking,Involuntary Servitude,1,0,2,1
2019,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,2,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,2,0,0,0
2018,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Connecticut,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Minnesota,Human Trafficking,Commercial Sex Acts,2,0,1,0
2019,Colorado,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Colorado,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,5,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Texas,Human Trafficking,Involuntary Servitude,1,0,1,0
2019,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,New Jersey,Human Trafficking,Involuntary Servitude,1,0,1,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Alaska,Human Trafficking,Involuntary Servitude,1,0,0,0
2017,Colorado,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,3,0,1,0
2016,Oregon,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Texas,Human Trafficking,Involuntary Servitude,2,0,0,0
2017,Rhode Island,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Rhode Island,Human Trafficking,Commercial Sex Acts,2,0,2,0
2017,Washington,Human Trafficking,Commercial Sex Acts,3,0,1,0
2018,Minnesota,Human Trafficking,Commercial Sex Acts,3,0,3,0
2017,Texas,Human Trafficking,Involuntary Servitude,1,0,1,0
2019,Texas,Human Trafficking,Commercial Sex Acts,2,0,0,0
2018,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Wisconsin,Human Trafficking,Commercial Sex Acts,2,0,4,0
2018,Wisconsin,Human Trafficking,Commercial Sex Acts,5,0,4,0
2018,Wisconsin,Human Trafficking,Commercial Sex Acts,3,0,6,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Wisconsin,Human Trafficking,Commercial Sex Acts,4,0,1,0
2018,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Missouri,Human Trafficking,Commercial Sex Acts,1,0,1,1
2016,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Nevada,Human Trafficking,Commercial Sex Acts,20,9,23,15
2016,Nevada,Human Trafficking,Commercial Sex Acts,4,0,2,0
2016,North Dakota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,North Dakota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Indiana,Human Trafficking,Commercial Sex Acts,2,0,0,0
2016,Oklahoma,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Texas,Human Trafficking,Commercial Sex Acts,2,0,2,0
2016,Texas,Human Trafficking,Commercial Sex Acts,2,0,2,1
2016,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Louisiana,Human Trafficking,Commercial Sex Acts,5,0,3,0
2016,Texas,Human Trafficking,Commercial Sex Acts,3,0,1,0
2016,Texas,Human Trafficking,Commercial Sex Acts,4,0,0,0
2016,Texas,Human Trafficking,Involuntary Servitude,2,0,0,0
2016,Colorado,Human Trafficking,Commercial Sex Acts,2,0,0,0
2016,Colorado,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Connecticut,Human Trafficking,Commercial Sex Acts,3,0,0,0
2016,Illinois,Human Trafficking,Commercial Sex Acts,2,0,0,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,2,0,1,0
2016,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,Louisiana,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,Louisiana,Human Trafficking,Commercial Sex Acts,6,0,5,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,4,0,4,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2016,Texas,Human Trafficking,Involuntary Servitude,4,0,0,0
2016,Illinois,Human Trafficking,Involuntary Servitude,1,0,0,0
2016,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Texas,Human Trafficking,Involuntary Servitude,3,0,3,0
2016,Arizona,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Colorado,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Colorado,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Connecticut,Human Trafficking,Involuntary Servitude,1,0,0,0
2016,Illinois,Human Trafficking,Commercial Sex Acts,2,0,0,0
2016,Louisiana,Human Trafficking,Involuntary Servitude,1,0,1,0
2016,Louisiana,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,Louisiana,Human Trafficking,Commercial Sex Acts,3,0,2,0
2016,North Dakota,Human Trafficking,Involuntary Servitude,1,0,0,0
2016,Oklahoma,Human Trafficking,Commercial Sex Acts,3,0,2,0
2016,Oklahoma,Human Trafficking,Commercial Sex Acts,4,0,4,0
2016,South Carolina,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Tennessee,Human Trafficking,Commercial Sex Acts,3,0,2,0
2016,Tennessee,Human Trafficking,Commercial Sex Acts,2,0,0,0
2016,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Texas,Human Trafficking,Involuntary Servitude,3,0,1,0
2016,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,Texas,Human Trafficking,Involuntary Servitude,6,0,6,0
2016,Maryland,Human Trafficking,Commercial Sex Acts,3,0,2,0
2016,Texas,Human Trafficking,Involuntary Servitude,3,0,0,0
2016,Maryland,Human Trafficking,Commercial Sex Acts,3,0,3,0
2016,Vermont,Human Trafficking,Commercial Sex Acts,2,0,0,0
2016,Wisconsin,Human Trafficking,Commercial Sex Acts,2,0,0,0
2016,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Alaska,Human Trafficking,Commercial Sex Acts,2,0,0,0
2016,Arizona,Human Trafficking,Commercial Sex Acts,2,0,2,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Arkansas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Oregon,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Virginia,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Arkansas,Human Trafficking,Involuntary Servitude,1,0,1,0
2019,Ohio,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Michigan,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Massachusetts,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Massachusetts,Human Trafficking,Involuntary Servitude,1,0,1,0
2019,Georgia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Georgia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Georgia,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Georgia,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,Georgia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Georgia,Human Trafficking,Involuntary Servitude,1,0,1,0
2020,Georgia,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,Georgia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Georgia,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,Georgia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Georgia,Human Trafficking,Commercial Sex Acts,5,0,0,0
2020,Georgia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Texas,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,2,0
2020,Wisconsin,Human Trafficking,Commercial Sex Acts,5,0,1,0
2020,Wisconsin,Human Trafficking,Commercial Sex Acts,3,0,5,0
2020,Wisconsin,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,Wisconsin,Human Trafficking,Commercial Sex Acts,4,0,1,0
2020,Wisconsin,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,Wisconsin,Human Trafficking,Commercial Sex Acts,3,0,4,0
2020,Wisconsin,Human Trafficking,Commercial Sex Acts,5,0,2,0
2020,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Georgia,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,Georgia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Texas,Human Trafficking,Involuntary Servitude,42,0,41,0
2019,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Georgia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Georgia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Ohio,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Georgia,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,Georgia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Georgia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Georgia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Tennessee,Human Trafficking,Commercial Sex Acts,2,0,2,0
2019,Maryland,Human Trafficking,Involuntary Servitude,1,0,1,1
2020,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Georgia,Human Trafficking,Commercial Sex Acts,3,0,0,0
2019,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Minnesota,Human Trafficking,Commercial Sex Acts,2,0,1,0
2020,New Jersey,Human Trafficking,Involuntary Servitude,1,0,1,0
2020,New Jersey,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Maryland,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Louisiana,Human Trafficking,Involuntary Servitude,1,0,1,0
2018,Louisiana,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,North Carolina,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,North Carolina,Human Trafficking,Commercial Sex Acts,3,0,0,0
2018,Oregon,Human Trafficking,Commercial Sex Acts,3,0,0,0
2015,Oregon,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,2,0,0,0
2018,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Texas,Human Trafficking,Commercial Sex Acts,4,0,0,0
2019,Texas,Human Trafficking,Commercial Sex Acts,2,1,0,0
2018,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Texas,Human Trafficking,Involuntary Servitude,1,0,1,0
2017,North Dakota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Missouri,Human Trafficking,Commercial Sex Acts,2,0,2,0
2019,Arizona,Human Trafficking,Commercial Sex Acts,2,0,2,0
2019,Arizona,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Rhode Island,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Louisiana,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Texas,Human Trafficking,Commercial Sex Acts,2,0,2,0
2018,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2014,Alaska,Human Trafficking,Commercial Sex Acts,2,0,0,0
2014,Hawaii,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Arizona,Human Trafficking,Commercial Sex Acts,3,0,3,0
2014,Colorado,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Texas,Human Trafficking,Commercial Sex Acts,4,0,1,1
2014,Texas,Human Trafficking,Involuntary Servitude,2,0,0,0
2014,Texas,Human Trafficking,Commercial Sex Acts,1,1,0,0
2014,Alaska,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Alaska,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,Illinois,Human Trafficking,Commercial Sex Acts,3,0,0,0
2016,Virginia,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Texas,Human Trafficking,Commercial Sex Acts,3,0,2,0
2018,Texas,Human Trafficking,Commercial Sex Acts,3,0,0,0
2019,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Rhode Island,Human Trafficking,Commercial Sex Acts,1,0,1,1
2020,Kentucky,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Texas,Human Trafficking,Involuntary Servitude,2,2,5,0
2018,Missouri,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Texas,Human Trafficking,Commercial Sex Acts,5,0,0,0
2019,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Ohio,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,North Carolina,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,North Carolina,Human Trafficking,Commercial Sex Acts,3,0,1,0
2019,North Carolina,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,North Carolina,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Colorado,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Colorado,Human Trafficking,Commercial Sex Acts,3,0,0,0
2017,Colorado,Human Trafficking,Involuntary Servitude,2,0,0,0
2017,Colorado,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Colorado,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Colorado,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Colorado,Human Trafficking,Commercial Sex Acts,5,0,0,0
2018,Colorado,Human Trafficking,Commercial Sex Acts,4,0,0,0
2018,Colorado,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Colorado,Human Trafficking,Commercial Sex Acts,3,0,0,0
2019,Colorado,Human Trafficking,Commercial Sex Acts,6,0,0,0
2019,Colorado,Human Trafficking,Commercial Sex Acts,3,0,1,0
2019,Minnesota,Human Trafficking,Involuntary Servitude,2,0,0,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,Minnesota,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Minnesota,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,Colorado,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,Colorado,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,Michigan,Human Trafficking,Commercial Sex Acts,2,0,2,0
2017,Texas,Human Trafficking,Involuntary Servitude,3,0,2,0
2020,Maryland,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,Texas,Human Trafficking,Involuntary Servitude,2,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,3,0,0,0
2020,Michigan,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Texas,Human Trafficking,Commercial Sex Acts,5,0,3,0
2019,Texas,Human Trafficking,Commercial Sex Acts,11,0,2,0
2019,Texas,Human Trafficking,Commercial Sex Acts,3,0,2,0
2019,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,6,0,5,0
2019,New Hampshire,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Connecticut,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Maryland,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,18,0,9,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Texas,Human Trafficking,Commercial Sex Acts,3,0,0,0
2017,Texas,Human Trafficking,Commercial Sex Acts,3,0,0,0
2019,Texas,Human Trafficking,Involuntary Servitude,2,0,1,0
2019,Texas,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,1
2020,Texas,Human Trafficking,Commercial Sex Acts,2,0,1,0
2020,Texas,Human Trafficking,Commercial Sex Acts,3,0,0,0
